Resolution,Server Name,Task Name,Total Applied Changes,Avg Apply Throughput (rec/sec),latency,Total Change Volume
05-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"416,845",2,58,771.59 MB
05-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"148,836,344","1,681",1,335.53 GB
05-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"443,505",0,34,1.21 GB
05-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"135,485,015","1,580",565,369.49 GB
05-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,781,844",307,"5,171",233.87 GB
05-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,088,888",299,300,1.12 TB
06-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"234,889",811,2,132.65 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"294,843,126","3,395",827,221.80 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"574,228",0,64,3.10 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"7,700,784",82,53,9.66 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"391,820",4,54,711.65 MB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"203,871",0,42,495.40 MB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"289,092,017","3,083",1,761.79 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"147,386,759","1,730",592,396.61 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,784,694",236,"5,969",233.91 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,147,863",297,324,1.13 TB
07-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"226,506",762,2,126.63 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"294,906,765","3,680",784,221.85 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"624,288",9,51,3.37 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"7,852,430",89,57,9.87 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"408,692",1,57,750.53 MB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"143,441,229","1,513",1,322.71 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"375,408",0,30,1.04 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"133,048,496","1,746",590,362.56 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,794,077",343,"5,159",234.00 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,173,119",340,307,1.13 TB
08-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"23,109",752,1,123.61 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"294,973,956","3,295",833,221.90 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"42,374",0,0,221.40 MB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"517,869",4,1,849.85 MB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"87,834",2,1,180.09 MB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"196,758",0,37,471.34 MB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"245,614,548","2,857",1,642.89 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"129,456,195","1,433",593,355.35 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,800,556",293,"4,768",234.06 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,084,979",310,364,1.12 TB
09-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"3,673",662,3,124.99 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"294,990,487","3,432",740,221.91 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"11,940",0,98,57.65 MB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"125,061",1,124,160.16 MB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"21,411",0,124,37.93 MB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"113,042,280","1,244",1,252.04 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"417,994",0,33,1.17 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"125,244,014","1,466",505,342.70 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,792,296",341,"4,474",233.93 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"26,962,537",329,311,1.12 TB
10-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"157,129",821,3,140.45 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"294,998,303","3,292",728,221.92 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"693,293",10,123,3.74 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"9,182,729",79,45,11.25 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"374,811",2,45,658.68 MB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"177,601",0,46,431.35 MB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"320,682,177","3,761",15,841.00 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"120,276,750","1,478",430,322.78 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,792,697",320,"4,402",233.93 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"26,977,395",327,332,1.12 TB
11-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"59,900",757,2,124.20 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"283,466,603","3,280",838,213.25 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"696,972",4,123,3.77 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"9,415,176",95,58,11.85 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"382,023",3,61,691.00 MB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"126,056,337","1,413",38,284.58 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"402,334",0,33,1.10 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"140,383,450","1,606",647,382.35 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"1,680,982,017",199,"6,574",234.09 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"26,178,051",295,968,1.08 TB
12-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"43,262",718,2,124.37 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,131,699","3,547",687,222.02 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"701,479",7,60,3.79 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"9,100,233",99,60,11.46 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"340,631",8,58,590.48 MB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"208,095",0,36,496.87 MB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"239,847,168","2,835",1,630.37 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"128,575,210","1,489",513,353.97 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,804,633",266,"4,708",234.11 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,185,830",312,247,1.13 TB
13-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"62,023",737,2,135.17 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,193,746","3,470",711,222.06 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"729,518",9,59,3.95 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"9,614,586",114,41,12.09 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"389,921",3,41,708.59 MB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"118,928,895","1,338",1,267.93 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"435,184",0,37,1.16 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"128,465,972","1,560",475,349.85 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,804,952",272,"4,593",234.10 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,177,330",343,326,1.13 TB
14-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"6,123,490",802,2,137.38 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,256,385","3,564",697,222.11 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"505,272",0,70,2.72 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"7,011,838",69,51,8.89 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"409,262",10,51,752.69 MB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"190,200",0,35,450.48 MB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"238,931,081","2,619",1,631.67 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"130,788,959","1,569",427,351.45 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,808,939",238,"4,898",234.16 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,230,132",353,311,1.13 TB
15-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"99,364",764,2,125.86 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,323,188","3,202",648,222.16 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"60,627",0,0,323.67 MB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"888,178",7,1,1.33 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"122,619",0,1,248.65 MB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"106,559,407","1,141",1,240.25 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"376,064",0,33,1.03 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"133,417,630","1,554",526,359.41 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,807,800",324,"5,121",234.14 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,142,334",312,275,1.13 TB
16-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"6,483",645,3,113.35 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,342,102","3,286",657,222.17 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"10,943",0,60,54.08 MB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"125,152",1,121,190.52 MB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"12,426",0,122,18.58 MB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"189,225",0,33,453.87 MB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"165,390,693","1,854",1,442.40 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"135,098,448","1,650",542,365.33 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,800,333",255,"4,633",234.00 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"26,971,561",339,270,1.12 TB
17-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"298,240",805,2,142.66 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,349,235","3,378",664,222.18 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"720,936",13,88,3.89 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"9,636,512",104,45,11.83 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"380,822",1,45,673.34 MB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"131,371,463","1,439",1,296.54 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"319,422",0,32,904.75 MB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"193,189,682","2,332",742,457.79 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,801,787",227,"4,274",234.02 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,019,170",311,302,1.12 TB
18-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"222,667",745,2,126.32 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,416,074","3,630",729,222.23 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"660,357",7,65,3.57 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"8,968,638",94,44,11.34 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"361,301",2,43,644.38 MB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"155,960",0,34,375.35 MB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"254,242,203","3,021",1,670.65 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"138,514,371","1,644",492,372.70 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,811,065",277,"5,532",234.17 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,191,369",319,306,1.13 TB
19-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"196,914",821,1,123.62 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,480,954","3,684",748,222.28 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"591,215",13,77,3.19 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"8,278,592",91,55,10.52 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"303,464",1,55,511.00 MB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"119,600,784","1,391",1,268.70 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"473,686",0,36,1.23 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"127,989,594","1,510",499,350.36 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNGLP_JRNBRIM_TO_KAFKA,"23,827,451",277,"4,794",234.31 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLN2_JRNBRIM_TO_KAFKA,"27,239,118",309,332,1.13 TB
20-Feb-2025,QLIK-REPLICATE-PROD-1,ARCI_JRRB08_JRNBRIM_TO_KAFKA,"10,185,635",974,4,148.19 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRDMASCDC_JRNBRIM_TO_KAFKA,"295,542,637","3,482",717,222.32 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA,"657,376",9,67,3.55 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_2,"8,988,889",101,58,11.41 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNBWP_JRNBRIM_TO_KAFKA_3,"379,049",1,58,689.30 MB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDS2_JRNBRIM_TO_KAFKA,"162,993",0,38,392.18 MB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDSP_JRNBRIM_TO_KAFKA,"260,910,307","2,778",1,687.20 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNDWP_JRNBRIM_TO_KAFKA,"126,576,217","1,539",507,347.68 GB
