Kolom,post_id,video_url,author_username,post_date,caption,hashtags,mentions,like_count,comment_count,share_count,view_count,saved_count,duration,location_name,crawled_at,followers_count
,7461900559230995719,https://www.tiktok.com/@vinfastindonesia/photo/7461900559230995719,@vinfastindonesia,20 Januari 2025,"Siap memasuki Tahun Ular Kayu bersama mobil listrik VinFast? Kunjungi booth VinFast dan dapatkan berbagai promo menarik yang menanti kamu, VinFam.

📍 Mall Kelapa Gading 2
🗓️ 20-26 Januari 2025

Dapatkan juga gift voucher Rp100k untuk setiap Test Drive di booth VinFast. Jangan lupa mampir, ya!

VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #LivingUnbound #UnboundComfort #YourDriveYourVibe #MobilListrik #VinFastVFe34 #VinFastVF5 #EVforEveryone #VinFastEVForEveryone,-,28,2,,1398,1,,,19/04/2025,"17,1K"
,7461931717025172737,https://www.tiktok.com/@vinfastindonesia/video/7461931717025172737,@vinfastindonesia,20 Januari 2025,"Hujan deras? Bukan masalah bagi VinFast! ☔️

Mobil listrik VinFast bisa tetap menemani kegiatanmu saat sedang hujan, VinFam. VinFast sudah memenuhi standar keamanan internasional dan teruji aman melewati air hingga ketinggian setengah ban mobil. Siap menjalani hari bersama VinFast?

Pesan VF e34 sekarang mulai dari Rp273 juta* via hotline bebas pulsa: 1500083.

*Harga OTR Jakarta",#VinFastIndonesia #VinFast #LivingUnbound #UnboundComfort #MobilListrik #VinFastVFe34 #EVforEveryone #VinFastEVForEveryone,-,39,2,,1187,1,,,19/04/2025,"17,1K"
,7462329448377912594,https://www.tiktok.com/@vinfastindonesia/photo/7462329448377912594,@vinfastindonesia,21 Januari 2025,"VinFast's 1st Live Stream Car Sale will be back! 

Setelah sukses dengan Live Stream Car Sale pertama di akhir tahun lalu, VinFast akan kembali mengadakan Live Stream Car Sale dalam waktu dekat.

Dapatkan berbagai kejutan seperti Samsung Galaxy Z Fold 6 dan shopping voucher selama live stream berlangsung.

Tunggu info selengkapnya di social media VinFast, ya!

VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #LivingUnbound #UnboundComfort #YourDriveYourVibe #MobilListrik #VinFastVFe34 #VinFastVF5 #EVforEveryone #VinFastEVForEveryone,-,46,6,,1680,1,,,19/04/2025,"17,1K"
,7463048348170308872,https://www.tiktok.com/@vinfastindonesia/photo/7463048348170308872,@vinfastindonesia,23 Januari 2025,"VinFast's Live Stream Car Sale is back!

Ayo join VinLive dan VinTalk bersama @PapiABEABEABE dan Audi dari @AutonetMagz.com yang akan mengupas mobil listrik VinFast dari keunggulan hingga promo menarik kami! ✨

Set your reminder:
🗓️ Jumat, 24 Januari 2025
🕢 19:00-20:30 WIB
🤳🏻 TikTok @papiabeabeabe

Ikuti live stream-nya dan dapatkan penawaran serta kejutan eksklusif:
🎁 Samsung Galaxy Z Fold 6 yang akan dipilih di akhir sesi live stream
🎁 30 VinFast Smart Air Purifier Portable yang akan dipilih 10 pemenang setiap 30 menit selama sesi live stream
🎁 Kejutan Rp1 juta untuk VinFam yang melakukan pembelian selama sesi live stream
🎁 VinFast Quiz & Best Comment berhadiah e-wallet Rp50 ribu selama sesi live stream

Jangan sampai ketinggalan ya, VinFam. See you 👋🏻
VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #LivingUnbound #UnboundComfort #YourDriveYourVibe #MobilListrik #VinFastVFe34 #VinFastVF5 #EVforEveryone #VinFastEVForEveryone,-,118,13,,4192,6,,,19/04/2025,"17,1K"
,7463792001842957586,https://www.tiktok.com/@vinfastindonesia/video/7463792001842957586,@vinfastindonesia,25 Januari 2025,"Kamu juga masih bisa berkunjung ke booth VinFast di:
📍 Mall Kelapa Gading 2
🗓️ 20-26 Januari 2025

Dapatkan gift voucher Rp100k untuk setiap test drive di booth VinFast, ya.

VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #LivingUnbound #UnboundComfort #YourDriveYourVibe #MobilListrik #VinFastVFe34 #VinFastVF5 #EVforEveryone #VinFastEVForEveryone,-,140,6,,2338,9,,,19/04/2025,"17,1K"
,7464127097393450247,https://www.tiktok.com/@vinfastindonesia/video/7464127097393450247,@vinfastindonesia,26 Januari 2025,"Pilih garam atau madu? Pilih VinFast VF e34 atau VinFast VF 5?

Langsung aja test drive VinFast di @mkglapiazza biar kamu bisa pilih mau VinFast yang mana ya, VinFam.

📍 Mall Kelapa Gading 2
🗓️ 20-26 Januari 2025

Dapatkan juga gift voucher Rp100k untuk setiap test drive di booth VinFast.

VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #LivingUnbound #UnboundComfort #YourDriveYourVibe #MobilListrik #VinFastVFe34 #VinFastVF5 #EVforEveryone #VinFastEVForEveryone,https://www.tiktok.com/@mkglapiazza,1575,66,,23.3K,52,,,20/04/2025,"17,2K"
,7465609803230973204,https://www.tiktok.com/@vinfastindonesia/video/7465609803230973204,@vinfastindonesia,30 Januari 2025,"Tahun Ular Kayu dimulai dengan semangat baru! Terima kasih untuk semua VinFam yang sudah meramaikan booth VinFast di Mall Kelapa Gading 2 minggu lalu. 🎊 @mkglapiazza

Siapa yang sudah test drive dan dapet voucher dari VinFast? Kamu juga bisa kunjungi showroom VinFast terdekat buat test drive, ya.

VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #LivingUnbound #UnboundComfort #YourDriveYourVibe #MobilListrik #VinFastVFe34 #VinFastVF5 #EVforEveryone #VinFastEVForEveryone,-,104,8,,2209,4,,,20/04/2025,"17,2K"
,7465949608779336978,https://www.tiktok.com/@vinfastindonesia/video/7465949608779336978,@vinfastindonesia,31 Januari 2025,"Februari 2025, VinFast akan mengajak VinFam memulai petualangan baru bersama mobil listrik terbaru di Indonesia.

Ready to welcome our newest car?

VinFast EV for Everyone",#VinFastIndonesia #VinFast #LivingUnbound #MobilListrik #EVforEveryone #VinFastEVForEveryone #UnboundImagination,-,311,21,,9082,11,,,20/04/2025,"17,2K"
,7465958392876584210,https://www.tiktok.com/@vinfastindonesia/video/7465958392876584210,@vinfastindonesia,! feb 2025,"VinFast VF 3 akhirnya akan tiba di Indonesia, VinFam!

Jadilah orang pertama yang merasakan pengalaman berkendara baru bersama imajinasi tak terbatas dari VinFast VF 3.

VinFast EV for Everyone
Pre-order sekarang via hotline bebas pulsa: 1500083.",#VinFastIndonesia #VinFast #LivingUnbound #MobilListrik #VinFastVF3 #EVforEveryone #VinFastEVForEveryone #UnboundImagination,-,135,9,,1637,3,,,20/04/2025,"17,2K"
,7466554797760515348,https://www.tiktok.com/@vinfastindonesia/video/7466554797760515348,@vinfastindonesia,2 Feb 2026,"Baru punya mobil listrik? Selamat bergabung dengan keluarga ramah lingkungan, VinFam! 🚗🍃

Untuk memaksimalkan pengalaman berkendara, yuk simak beberapa tips ini.

VinFast EV for Everyone
Pesan VF 5 mulai dari Rp218,250 juta* via hotline bebas pulsa: 1500083.

*Harga OTR Jakarta",#VinFastIndonesia #VinFast #LivingUnbound #YourDriveYourVibe #MobilListrik #VinFastVF5 #EVforEveryone #VinFastEVForEveryone #KimYouJung,-,49,0,,1080,1,,,20/04/2025,"17,2K"
,7467559258641534226,https://www.tiktok.com/@vinfastindonesia/video/7467559258641534226,@vinfastindonesia,4 Feb 2026,"Ayo melaju menuju kemakmuran dengan VinFast VF 3! 🐍

Di Tahun Ular ini, bebaskan imajinasimu bersama EV terbaru VinFast dan raih kemakmuran dalam setiap perjalanan bersama kami.

Pre-order sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3,-,98,0,,2431,3,,,20/04/2025,"17,2K"
,7467911953151741192,https://www.tiktok.com/@vinfastindonesia/video/7467911953151741192,@vinfastindonesia,5 Feb 2026,"VinFast VF 3 siap menggebrak imajinasimu menjadi tak terbatas, VinFam! 🚗💥

Dengan practical design, interior minimalis, dan teknologi canggih, VF 3 siap mengubah cara pandangmu tentang mobil listrik dan menjadikan langit sebagai batas imajinasimu.

Who's excited?
Pre-order sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.","
#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3",-,87,2,,6863,9,,,20/04/2025,"17,2K"
,7468655327844551943,https://www.tiktok.com/@vinfastindonesia/photo/7468655327844551943,@vinfastindonesia,7 Feb 2026,"Booth VinFast di IIMS 2025 akan membawamu ke imajinasi yang tak terbatas, VinFam! Dapatkan informasi lengkap tentang mobil listrik terbaru kami, test drive, dan penawaran menarik lainnya.

Dapatkan tiketmu sekarang di https://indonesianmotorshow.com/buy-ticket dan kunjungi booth VinFast di:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025

VinFast, EV for Everyone.","
#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3",-,41,5,,1118,2,,,20/04/2025,"17,2K"
,7468908484180856072,https://www.tiktok.com/@vinfastindonesia/video/7468908484180856072,@vinfastindonesia,8 Feb 2026,"Get ready to be amazed! ⚡🥳

VinFast akan hadir dengan berbagai kejutan di @iims_id mendatang. Tidak hanya mobil listrik terbaru yang siap menemani petualanganmu, tapi juga pengalaman seru yang tak terlupakan.

Ada apa aja ya, VinFam? Tunggu kejutannya! Stay tuned untuk informasi lengkapnya dan jangan sampai ketinggalan keseruannya!

Yuk kunjungi booth VinFast di:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025

VinFast, EV for Everyone.",-,https://www.tiktok.com/@iims_id,17,2,,1162,2,,,20/04/2025,"17,2K"
,7468912600600956167,https://www.tiktok.com/@vinfastindonesia/video/7468912600600956167,@vinfastindonesia,8 Feb 2026,"Kenalan lebih dekat dengan VF 3, yuk!

Our new tiny titan ini punya ground clearance yang tinggi sehingga kamu gak perlu takut melewati medan apapun, VinFam. Hanya dalam 36 menit, kamu bisa mengisi daya dari 10% - 70% dan punya jarak tempuh sejauh 215 km! Dan tentunya, ada banyak warna yang bisa kamu pilih sesuai keinginan kamu!

Gak sabar nungguin VF 3 kan? Stay tuned for more updates!

Pre-order sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.","
#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3",-,16,2,,750,2,,,20/04/2025,"17,2K"
,7469332746725313800,https://www.tiktok.com/@vinfastindonesia/video/7469332746725313800,@vinfastindonesia,9 Feb 2026,"VinFast VF 3: A New Icon of Urban Driving! 🚗🏙️

VinFast mempersembahkan mobil listrik terbaru kami: VF 3 yang akan membawa imajinasi tak terbatas bagi pengalaman berkendaramu.

Desain yang fungsional dan efisien trendy dan innovatif, disertai interior yang minimalis, mengedepankan teknologi terkini dan fitur-fitur yang memudahkanmu untuk berkendara di area urban.

Ready to turn heads with the new icon of urban driving?
Pre-order sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3,-,12,2,,490,4,,,20/04/2025,"17,2K"
,7469501791860706567,https://www.tiktok.com/@vinfastindonesia/photo/7469501791860706567,@vinfastindonesia,10 Feb 2026,"Siap untuk mengungkap imajinasimu, VinFam?

Bersama VinFast VF 3, Unbound Imagination, kamu akan bersiap membawa revolusi baru di dunia mobil listrik. Desain fungsional dan efisien yang berpadu dengan teknologi terkini dan kenyamanan berkendara akan membuatmu terkesan dengan pengalaman berkendara yang diberikan VF 3.

Pre-order sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3,-,32,0,,851,1,,,20/04/2025,"17,2K"
,7469743035341982994,https://www.tiktok.com/@vinfastindonesia/photo/7469743035341982994,@vinfastindonesia,10 Feb 2026,"VinFast VF 3 telah menorehkan prestasi membanggakan! 🏆

Mobil listrik compact ini telah berhasil membawa pulang sejumlah penghargaan bergengsi, membuktikan inovasi dan kualitas yang dimiliki. Mulai dari inovasi marketing, creative campaign, hingga Car of The Year, VF 3 berhasil memikat hati para juri dan pecinta otomotif dari berbagai ajang di Asia Tenggara hingga global.

Persiapkan dirimu untuk menjadi bagian dari VF 3!
Pre-order sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3,-,36,7,,1034,3,,,20/04/2025,"17,2K"
,7470387469565889797,https://www.tiktok.com/@vinfastindonesia/video/7470387469565889797,@vinfastindonesia,12 Feb 2026,"Gebrakan baru dari VinFast ini siap menemui kamu di @iims_id, VinFam!

Lihat VinFast VF 3 lebih dekat dan rasakan pengalaman berkendara bersama our newest tiny titan.

Dapatkan tiketmu sekarang di https://indonesianmotorshow.com/buy-ticket dan kunjungi booth VinFast di:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3 #IIMS2025,-,62,2,,1519,2,,,21/04/2025,"17,2K"
,7470430969376378119,https://www.tiktok.com/@vinfastindonesia/photo/7470430969376378119,@vinfastindonesia,12 Feb 2026,"Selama 11 hari di @Indonesia Int’l Motor Show 2025, booth VinFast siap memberikan pengalaman yang tak terlupakan untukmu, VinFam!

Mulai dari peluncuran our newest tiny titan, test drive, berbagai activity seru, hingga penawaran spesial yang hanya bisa kamu dapatkan di IIMS 2025. 

Yuk kunjungi booth VinFast di:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025

VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundComfort #YourDriveYourVibe #UnboundImagination #IIMS2025,https://www.tiktok.com/@iims_id,68,0,,1317,2,,,21/04/2025,"17,2K"
,7470453352049036552,https://www.tiktok.com/@vinfastindonesia/video/7470453352049036552,@vinfastindonesia,12 Feb 2026,"Ada yang baru sampai di Indonesia nih, VinFam! 👀

Siap-siap jadi orang pertama yang melihat lebih dekat our newest tiny titan. Kunjungi booth VinFast di @iims_id dan beli tiketmu sekarang di https://indonesianmotorshow.com/buy-ticket.

VinFast at IIMS 2025:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025
",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3 #IIMS2025,https://www.tiktok.com/@iims_id,101,6,,984,3,,,21/04/2025,"17,2K"
,7470783805247327506,https://www.tiktok.com/@vinfastindonesia/photo/7470783805247327506,@vinfastindonesia,13 Feb 2026,"Mau nyobain experience naik mobil listrik VinFast? Naik taksi Xanh SM aja, yuk! Ada Xanh SM Voucher senilai total Rp2,5 juta buat kamu 25 orang yang beruntung.

Caranya gampang banget:
▪️ Komen di post ini, kenapa kamu mau cobain naik Xanh SM Taxi dan tag 3 teman kamu
▪️ Share postingan ini ke Instagram Story kamu
▪️ Jangan lupa follow Instagram @vinfast.indonesia dan @xanhsm.id",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3 #IIMS2025,https://www.tiktok.com/@id.greensm,12,0,,9062,0,,,21/04/2025,"17,2K"
,7471205416383384840,https://www.tiktok.com/@vinfastindonesia/video/7471205416383384840,@vinfastindonesia,14 Feb 2026,"Dengan imajinasi yang tak terbatas, VinFast VF 3 dapat menemanimu dalam perjalanan yang melampaui batasan, menuju destinasi yang belum pernah kamu bayangkan.

VinFast VF 3, Unbound Imagination.

Pre-order VF 3 mulai dari Rp227,650,000 via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.

Kunjungi VinFast Booth untuk test drive:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3 #IIMS2026,-,167,17,,3200,7,,,21/04/2025,"17,2K"
,7471529977750621457,https://www.tiktok.com/@vinfastindonesia/video/7471529977750621457,@vinfastindonesia,15 Feb 2026,"Mau ke VinFast Booth di IIMS 2025 hari ini? 🚗⚡

Biar gampang nemuin booth VinFast di @iims_id, ikutin petunjuk arah di video ini ya, VinFam!

See you at at IIMS 2025:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3 #IIMS2025,https://www.tiktok.com/@iims_id,326,11,,6969,6,,,21/04/2025,"17,2K"
,7471684950501133574,https://www.tiktok.com/@vinfastindonesia/photo/7471684950501133574,@vinfastindonesia,15 Feb 2026,"Ayo join VinLive dan VinTalk bersama @sarwendahofficial dan @jasondhika dari @cvtindonesia yang akan mengupas mobil listrik VinFast VF 3 dari keunggulan hingga promo menarik kami! ✨

Set your reminder:
🗓️ Minggu, 16 Februari 2025
🕢 19:00-20:30 WIB
🤳🏻 IG @sarwendah29 & @vinfast.indonesia
🤳🏻 TikTok @sarwendahofficial @vinfastindonesia

Ikuti live stream-nya dan dapatkan penawaran serta kejutan eksklusif:
🎁 Samsung Galaxy Z Fold 6 dan ragam hadiah e-wallet selama sesi live stream

Jangan sampai ketinggalan ya, VinFam. See you 👋🏻
VinFast, EV for Everyone.",#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3 #IIMS2026,https://www.tiktok.com/@sarwendahofficial,37,1,,1669,0,,,21/04/2025,"17,2K"
,7471845389600066824,https://www.tiktok.com/@vinfastindonesia/photo/7471845389600066824,@vinfastindonesia,16 Feb 2026,"Ini dia lineup VinFast VF 3 yang hadir di Indonesia! 🇮🇩✨

8 warna siap mewarnai imajinasimu yang tak terbatas bersama VinFast tiny titan di perjalanan yang penuh petualangan. Dan yang paling spesial: VinFast VF 3 Jet Black hadir pertama kali di Indonesia!

Warna mana yang paling menarik perhatianmu, VinFam?
🖤🩶🤍❤️💛💚🩵🩷

Order VF 3 sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.","
#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3",-,38,0,,2003,1,,,21/04/2025,"17,2K"
,7471969913645681938,https://www.tiktok.com/@vinfastindonesia/photo/7471969913645681938,@vinfastindonesia,16 Feb 2026,"Dengan harga Rp227,650,000 (battery included), dapatkan exclusive cashback Rp37,850,000* untuk 1.000 pembeli pertama dan 90% Flexible Resale Value Guarantee.

Ada juga pilihan warna premium yang bisa VinFam dapatkan dengan tambahan biaya.

Order VF 3 sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.

Kunjungi VinFast Arena untuk test drive:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025

*Valid untuk 1,000 pembeli pertama sebelum 30 Juni 2025 dan transaksi tanpa benefit 3 tahun free charging.","
#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3",-,331,98,,"42,8K",35,,,21/04/2025,"17,2K"
,7472771400508493064,https://www.tiktok.com/@vinfastindonesia/video/7472771400508493064,@vinfastindonesia,18 Feb 2026,"Sekarang saatnya kamu rasakan imajinasi tak terbatas dengan test drive VinFast VF 3 di @iims_id, VinFam! 🚗⚡

Kunjungi VinFast Arena dan daftarkan diri kamu untuk test drive pada VinSales yang bertugas, ya.

Dapatkan kesempatan memenangkan Voucher @xanhsm.id, layanan taksi listrik pertama di Indonesia untuk setiap test drive.

VinFast Arena:
📍 Hall C3 & Pre Function Hall D, JIExpo Kemayoran
🗓️ 13-23 Februari 2025

Order VF 3 dengan harga Rp227,650,000 dan dapatkan cashback Rp37,850,000 sekarang via hotline bebas pulsa: 1500083.
VinFast, EV for Everyone.","
#VinFastIndonesia #VinFast #EVforEveryone #VinFastEVForEveryone #MobilListrik #LivingUnbound #UnboundImagination #VinFastVF3 #IIMS2025",-,22,4,,1240,0,,,21/04/2025,"17,2K"
